"path","name","bytes","bucket","why"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C03_Daily_Weekly_Scouting_Route_Ch39_Ch49.png","LSE_C03_Daily_Weekly_Scouting_Route_Ch39_Ch49.png","3336988","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C05_Irrigation_Maintenance_Checklist_Ch34_35_49.png","LSE_C05_Irrigation_Maintenance_Checklist_Ch34_35_49.png","2016748","png256","text/line art"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C06_AACT_Brewing_Safety_Workflow_Ch19_Ch49.png","LSE_C06_AACT_Brewing_Safety_Workflow_Ch19_Ch49.png","2518930","png256","text/line art"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C07_Harvest_Postharvest_Handling_Workflow_Ch49.png","LSE_C07_Harvest_Postharvest_Handling_Workflow_Ch49.png","2316622","png256","text/line art"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C08_Crop_Planning_Succession_Board_Ch29_49.png","LSE_C08_Crop_Planning_Succession_Board_Ch29_49.png","2482462","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C10_Refractometer_Protocol_Card_Ch47.png","LSE_C10_Refractometer_Protocol_Card_Ch47.png","1929009","png256","text/line art"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C12_Soil_Test_Report_Decoder_Ch45.png","LSE_C12_Soil_Test_Report_Decoder_Ch45.png","2168102","png256","text/line art"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C13_Mobile_vs_Immobile_Nutrient_Symptom_Map_Ch46.png","LSE_C13_Mobile_vs_Immobile_Nutrient_Symptom_Map_Ch46.png","2618491","png256","text/line art"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C14_Electroculture_Self_Experiment_Layout_Ch48.png","LSE_C14_Electroculture_Self_Experiment_Layout_Ch48.png","2272388","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C16_Herb_Barrel_Setup_Sequence_Ch31.png","LSE_C16_Herb_Barrel_Setup_Sequence_Ch31.png","2409497","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C17_Basil_Pruning_Downy_Mildew_Scouting_Ch31_42.png","LSE_C17_Basil_Pruning_Downy_Mildew_Scouting_Ch31_42.png","1989824","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C18_Cilantro_Dill_Cool_Season_Succession_Ch31.png","LSE_C18_Cilantro_Dill_Cool_Season_Succession_Ch31.png","2112927","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C19_Woody_Herb_Harvest_Limits_Ch31.png","LSE_C19_Woody_Herb_Harvest_Limits_Ch31.png","2395674","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C20_Cover_Crop_Termination_Methods_Small_Beds_Ch25.png","LSE_C20_Cover_Crop_Termination_Methods_Small_Beds_Ch25.png","2995356","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_D01_Wilt_Triage_Decision_Tree_Ch42.png","LSE_D01_Wilt_Triage_Decision_Tree_Ch42.png","2099256","png256","text/line art"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_D02_Southern_Blight_vs_White_Mold_Ch42.png","LSE_D02_Southern_Blight_vs_White_Mold_Ch42.png","2362845","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_D03_Damping_Off_Lookalike_Plate_Ch42_49.png","LSE_D03_Damping_Off_Lookalike_Plate_Ch42_49.png","2070884","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_D04_Root_Knot_Nematode_Diagnosis_Workflow_Ch05_Ch29_Ch42_Ch44.png","LSE_D04_Root_Knot_Nematode_Diagnosis_Workflow_Ch05_Ch29_Ch42_Ch44.png","2459001","png256","text/line art"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_D05_Herbicide_Drift_Growth_Regulator_Lookalike_Plate_Ch42.png","LSE_D05_Herbicide_Drift_Growth_Regulator_Lookalike_Plate_Ch42.png","2642675","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_D13_Squash_Vine_Borer_Scouting_Plate_Ch30_39.png","LSE_D13_Squash_Vine_Borer_Scouting_Plate_Ch30_39.png","2425681","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_D14_Cucumber_Beetle_Bacterial_Wilt_Vector_Diagram_Ch30_Ch39_Ch42.png","LSE_D14_Cucumber_Beetle_Bacterial_Wilt_Vector_Diagram_Ch30_Ch39_Ch42.png","2477413","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_D15_Tomato_Leaf_Spot_Lookalikes_Ch42.png","LSE_D15_Tomato_Leaf_Spot_Lookalikes_Ch42.png","2213104","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_D16_Pepper_Abiotic_Disorders_Herbicide_Lookalikes_Ch42.png","LSE_D16_Pepper_Abiotic_Disorders_Herbicide_Lookalikes_Ch42.png","2490206","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_D17_Okra_Pod_Injury_Hidden_Pest_Damage_Ch30.png","LSE_D17_Okra_Pod_Injury_Hidden_Pest_Damage_Ch30.png","2173425","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_D18_Root_Inspection_Nodules_Galls_Root_Disease_Ch05_Ch29_Ch44.png","LSE_D18_Root_Inspection_Nodules_Galls_Root_Disease_Ch05_Ch29_Ch44.png","2271551","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_D19_Powdery_Mildew_vs_Downy_Mildew_Ch42.png","LSE_D19_Powdery_Mildew_vs_Downy_Mildew_Ch42.png","2536961","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_D20_Basil_Downy_Mildew_vs_Nutrient_Yellowing_Ch31_42.png","LSE_D20_Basil_Downy_Mildew_vs_Nutrient_Yellowing_Ch31_42.png","2190136","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_E01_North_Texas_Soil_Failure_Modes_Ch20_Ch21_Ch33.png","LSE_E01_North_Texas_Soil_Failure_Modes_Ch20_Ch21_Ch33.png","2802092","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_E03_Row_Cover_Low_Tunnel_Timing_Plate_Ch30_36_39.png","LSE_E03_Row_Cover_Low_Tunnel_Timing_Plate_Ch30_36_39.png","2477838","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_E05_Barrel_Herb_Garden_Cross_Section_Ch31.png","LSE_E05_Barrel_Herb_Garden_Cross_Section_Ch31.png","2203907","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_E06_Container_Drainage_Myth_Rocks_At_The_Bottom_Ch22_Ch31.png","LSE_E06_Container_Drainage_Myth_Rocks_At_The_Bottom_Ch22_Ch31.png","2139829","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_E07_Living_Mulch_Insectary_Strip_Boundary_Ch28.png","LSE_E07_Living_Mulch_Insectary_Strip_Boundary_Ch28.png","2875754","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_E09_Cover_Crop_Failure_Modes_Small_Beds_Ch25.png","LSE_E09_Cover_Crop_Failure_Modes_Small_Beds_Ch25.png","2530861","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_E10_Pollinator_Safe_Spray_Timing_Ch28_39_41.png","LSE_E10_Pollinator_Safe_Spray_Timing_Ch28_39_41.png","2071784","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_E11_North_Texas_Insectary_Bloom_Succession_Calendar_Ch28_40.png","LSE_E11_North_Texas_Insectary_Bloom_Succession_Calendar_Ch28_40.png","2207633","png256","text/line art"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_E12_Trap_Crop_Decision_Nasturtium_Aphids_Ch26_Ch28_Ch39.png","LSE_E12_Trap_Crop_Decision_Nasturtium_Aphids_Ch26_Ch28_Ch39.png","2354827","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_E14_Hoop_House_Spring_Rain_vs_Summer_Heat_Ch36.png","LSE_E14_Hoop_House_Spring_Rain_vs_Summer_Heat_Ch36.png","2512743","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_E16_Light_Metrics_PPFD_DLI_Concept_Ch37.png","LSE_E16_Light_Metrics_PPFD_DLI_Concept_Ch37.png","2013027","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_002_Bacterial_vs_Fungal_Soil_Dominance.png","UCI_002_Bacterial_vs_Fungal_Soil_Dominance.png","2801763","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_003_The_Nutrient_Mineralization_Loop.png","UCI_003_The_Nutrient_Mineralization_Loop.png","2845085","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_004_Soil_Nutrient_Availability.png","UCI_004_Soil_Nutrient_Availability.png","2632986","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_005_ISR_and_SAR_The_Plant_Immune_System.png","UCI_005_ISR_and_SAR_The_Plant_Immune_System.png","2645963","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_006_Permaculture_Zone_Map.png","UCI_006_Permaculture_Zone_Map.png","2700810","png256","text/line art"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_007_Composite_Method_Reference.png","UCI_007_Composite_Method_Reference.png","2420627","png256","text/line art"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_008_Soil_Input_Categories_Overview.png","UCI_008_Soil_Input_Categories_Overview.png","1952058","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_009_Fungal_Bacterial_Input_Guide.png","UCI_009_Fungal_Bacterial_Input_Guide.png","1939466","png256","text/line art"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_010_Biochar_Charging_Process.png","UCI_010_Biochar_Charging_Process.png","2348609","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_011_AACT_Brewing_Setup.png","UCI_011_AACT_Brewing_Setup.png","2186425","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_012_Raised_Bed_Cross_Section_Layers_and_Fill_Strategy.png","UCI_012_Raised_Bed_Cross_Section_Layers_and_Fill_Strategy.png","2762674","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_013_Beneficial_Insectary_Bloom_Calendar.png","UCI_013_Beneficial_Insectary_Bloom_Calendar.png","1779867","png256","text/line art"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_014_No_Till_Top_Dressing_Cycle.png","UCI_014_No_Till_Top_Dressing_Cycle.png","2315348","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_015_Three_Sisters_Guild.png","UCI_015_Three_Sisters_Guild.png","2443986","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_016_Polyculture_Guild_Design.png","UCI_016_Polyculture_Guild_Design.png","2694875","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_017_North_Texas_Crop_Calendar.png","UCI_017_North_Texas_Crop_Calendar.png","2051212","png256","text/line art"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_018_Comparing_Irrigation_Systems_for_Home_Gardens.png","UCI_018_Comparing_Irrigation_Systems_for_Home_Gardens.png","2288822","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_020_Common_Dallas_Pest_Identification_Guide.png","UCI_020_Common_Dallas_Pest_Identification_Guide.png","2875788","png256","text/line art"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_021_Refractometer_Use_Protocol.png","UCI_021_Refractometer_Use_Protocol.png","2386363","png256","text/line art"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_022_Irrigation_Systems_Comparison.png","UCI_022_Irrigation_Systems_Comparison.png","2431718","png256","text/line art"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_023_Soil_Test_Results_How_to_Read_Them.png","UCI_023_Soil_Test_Results_How_to_Read_Them.png","1698201","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_024_Rainwater_Harvesting_System_Home_Scale.png","UCI_024_Rainwater_Harvesting_System_Home_Scale.png","2572926","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_025_Brix_Monitoring_Chart.png","UCI_025_Brix_Monitoring_Chart.png","1961350","png256","text/line art"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_026_Electroculture_Experimental_Protocol_Layout.png","UCI_026_Electroculture_Experimental_Protocol_Layout.png","2377591","png256","text/line art"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_027_Plant_Electrophysiology_Electrical_Signaling_Pathways.png","UCI_027_Plant_Electrophysiology_Electrical_Signaling_Pathways.png","2739880","jpeg","illustration"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_028_Seasonal_Planting_Calendar.png","UCI_028_Seasonal_Planting_Calendar.png","2007012","png256","text/line art"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_029_Troubleshooting_Decision_Tree_Yellowing_Leaves.png","UCI_029_Troubleshooting_Decision_Tree_Yellowing_Leaves.png","1624359","png256","text/line art"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_030_Conversion_and_Dilution_Reference_Chart.png","UCI_030_Conversion_and_Dilution_Reference_Chart.png","2091793","png256","text/line art"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_031_Home_Brew_Feed_Quick_Reference_Card.png","UCI_031_Home_Brew_Feed_Quick_Reference_Card.png","2223169","png256","text/line art"
