"from_file","from_loc","from_name","line","raw_src","resolved","status","cand_count","cand_locs","best_candidate"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","128","assets/lse_figures/LSE_B06_Fungal_Bacterial_Succession_Strip_Ch07.jpg","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B06_Fungal_Bacterial_Succession_Strip_Ch07.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B06_Fungal_Bacterial_Succession_Strip_Ch07.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","144","assets/user_created_web/UCI_009_Fungal_Bacterial_Input_Guide.png","C:\Users\dstor\lse-repo\assets\user_created_web\UCI_009_Fungal_Bacterial_Input_Guide.png","resolved","1","repo","C:\Users\dstor\lse-repo\assets\user_created_web\UCI_009_Fungal_Bacterial_Input_Guide.png"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","151","assets/user_created_web/UCI_007_Composite_Method_Reference.png","C:\Users\dstor\lse-repo\assets\user_created_web\UCI_007_Composite_Method_Reference.png","resolved","1","repo","C:\Users\dstor\lse-repo\assets\user_created_web\UCI_007_Composite_Method_Reference.png"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","151","assets/lse_figures/LSE_B07_Five_Soil_Health_Principles_Wheel_Ch08.jpg","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B07_Five_Soil_Health_Principles_Wheel_Ch08.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B07_Five_Soil_Health_Principles_Wheel_Ch08.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","157","assets/lse_figures/LSE_A05_Regenerative_Permaculture_Garden_System_Ch08.jpg","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_A05_Regenerative_Permaculture_Garden_System_Ch08.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_A05_Regenerative_Permaculture_Garden_System_Ch08.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","157","assets/user_created_web/UCI_006_Permaculture_Zone_Map.png","C:\Users\dstor\lse-repo\assets\user_created_web\UCI_006_Permaculture_Zone_Map.png","resolved","1","repo","C:\Users\dstor\lse-repo\assets\user_created_web\UCI_006_Permaculture_Zone_Map.png"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","178","assets/lse_figures/LSE_B08_Thermal_Compost_Process_Ch09_Ch13.jpg","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B08_Thermal_Compost_Process_Ch09_Ch13.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B08_Thermal_Compost_Process_Ch09_Ch13.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","181","assets/lse_figures/LSE_B09_Compost_Extract_vs_AACT_Ch09_19.jpg","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B09_Compost_Extract_vs_AACT_Ch09_19.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B09_Compost_Extract_vs_AACT_Ch09_19.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","187","assets/lse_figures/LSE_A06_Compost_Microscope_Soil_Food_Web_Workflow_Ch09.png","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_A06_Compost_Microscope_Soil_Food_Web_Workflow_Ch09.png","resolved","1","repo","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_A06_Compost_Microscope_Soil_Food_Web_Workflow_Ch09.png"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","204","assets/lse_figures/LSE_B10_Coots_Mix_1_1_1_Triangle_Ch10_23.jpg","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B10_Coots_Mix_1_1_1_Triangle_Ch10_23.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B10_Coots_Mix_1_1_1_Triangle_Ch10_23.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","233","assets/lse_figures/LSE_B11_Plant_Health_Pyramid_Evidence_Boundary_Ch11_Ch41.jpg","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B11_Plant_Health_Pyramid_Evidence_Boundary_Ch11_Ch41.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B11_Plant_Health_Pyramid_Evidence_Boundary_Ch11_Ch41.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","233","assets/lse_figures/LSE_A18_IPM_Pyramid_Scouting_Ch39.jpg","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_A18_IPM_Pyramid_Scouting_Ch39.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_A18_IPM_Pyramid_Scouting_Ch39.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","238","assets/lse_figures/LSE_B16_Trace_Element_Deficiency_vs_Toxicity_Ch14.jpg","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B16_Trace_Element_Deficiency_vs_Toxicity_Ch14.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B16_Trace_Element_Deficiency_vs_Toxicity_Ch14.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","257","assets/lse_figures/LSE_B12_KNF_IMO_1_4_Workflow_Ch12_Ch19.png","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B12_KNF_IMO_1_4_Workflow_Ch12_Ch19.png","resolved","1","repo","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B12_KNF_IMO_1_4_Workflow_Ch12_Ch19.png"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","264","assets/lse_figures/LSE_B13_JADAM_Safety_Plate_Ch12_19_41.jpg","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B13_JADAM_Safety_Plate_Ch12_19_41.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B13_JADAM_Safety_Plate_Ch12_19_41.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","298","assets/lse_figures/LSE_E01_North_Texas_Soil_Failure_Modes_Ch20_Ch21_Ch33.jpg","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_E01_North_Texas_Soil_Failure_Modes_Ch20_Ch21_Ch33.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_E01_North_Texas_Soil_Failure_Modes_Ch20_Ch21_Ch33.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","318","assets/user_created_web/UCI_012_Raised_Bed_Cross_Section_Layers_and_Fill_Strategy.jpg","C:\Users\dstor\lse-repo\assets\user_created_web\UCI_012_Raised_Bed_Cross_Section_Layers_and_Fill_Strategy.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\user_created_web\UCI_012_Raised_Bed_Cross_Section_Layers_and_Fill_Strategy.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","330","assets/B30_068__LSE_FOUND_B29_PRACTICAL_ContainerVegetables_ReservoirSpace_WateringDepth_KathleenMoore_CC-BY-2.0.jpg","C:\Users\dstor\lse-repo\assets\B30_068__LSE_FOUND_B29_PRACTICAL_ContainerVegetables_ReservoirSpace_WateringDepth_KathleenMoore_CC-BY-2.0.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\B30_068__LSE_FOUND_B29_PRACTICAL_ContainerVegetables_ReservoirSpace_WateringDepth_KathleenMoore_CC-BY-2.0.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","330","assets/B30_067__LSE_FOUND_B29_ABIOTIC_ContainerHerbs_SaltBuildup_WhiteSaltCrust_DianeMays_CC-BY-2.0.jpg","C:\Users\dstor\lse-repo\assets\B30_067__LSE_FOUND_B29_ABIOTIC_ContainerHerbs_SaltBuildup_WhiteSaltCrust_DianeMays_CC-BY-2.0.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\B30_067__LSE_FOUND_B29_ABIOTIC_ContainerHerbs_SaltBuildup_WhiteSaltCrust_DianeMays_CC-BY-2.0.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","330","assets/B30_069__LSE_FOUND_B29_PRACTICAL_SmallSpaceVegetables_OutdoorRailingContainers_LucyBradley_CC-BY-2.0.jpg","C:\Users\dstor\lse-repo\assets\B30_069__LSE_FOUND_B29_PRACTICAL_SmallSpaceVegetables_OutdoorRailingContainers_LucyBradley_CC-BY-2.0.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\B30_069__LSE_FOUND_B29_PRACTICAL_SmallSpaceVegetables_OutdoorRailingContainers_LucyBradley_CC-BY-2.0.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","330","assets/B30_005__LSE_FOUND_B26_ROOTS_Container_Rootbound_CirclingRoots_B137_CC0.jpg","C:\Users\dstor\lse-repo\assets\B30_005__LSE_FOUND_B26_ROOTS_Container_Rootbound_CirclingRoots_B137_CC0.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\B30_005__LSE_FOUND_B26_ROOTS_Container_Rootbound_CirclingRoots_B137_CC0.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","332","assets/lse_figures/LSE_A12_Living_Soil_Container_Cross_Section_Ch22.jpg","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_A12_Living_Soil_Container_Cross_Section_Ch22.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_A12_Living_Soil_Container_Cross_Section_Ch22.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","332","assets/lse_figures/LSE_E06_Container_Drainage_Myth_Rocks_At_The_Bottom_Ch22_Ch31.jpg","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_E06_Container_Drainage_Myth_Rocks_At_The_Bottom_Ch22_Ch31.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_E06_Container_Drainage_Myth_Rocks_At_The_Bottom_Ch22_Ch31.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","346","assets/lse_figures/LSE_B21_Soil_Recipe_Matrix_By_Crop_Type_Ch23.png","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B21_Soil_Recipe_Matrix_By_Crop_Type_Ch23.png","resolved","1","repo","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B21_Soil_Recipe_Matrix_By_Crop_Type_Ch23.png"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","388","assets/user_created_web/UCI_014_No_Till_Top_Dressing_Cycle.jpg","C:\Users\dstor\lse-repo\assets\user_created_web\UCI_014_No_Till_Top_Dressing_Cycle.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\user_created_web\UCI_014_No_Till_Top_Dressing_Cycle.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","388","assets/lse_figures/LSE_B22_Top_Dress_Layer_Cake_Ch24.jpg","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B22_Top_Dress_Layer_Cake_Ch24.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B22_Top_Dress_Layer_Cake_Ch24.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","403","assets/lse_figures/LSE_A13_Cover_Crop_Function_Root_Architecture_Plate_Ch25.jpg","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_A13_Cover_Crop_Function_Root_Architecture_Plate_Ch25.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_A13_Cover_Crop_Function_Root_Architecture_Plate_Ch25.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","408","assets/lse_figures/LSE_B23_Cover_Crop_Selector_North_Texas_Ch25.png","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B23_Cover_Crop_Selector_North_Texas_Ch25.png","resolved","1","repo","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B23_Cover_Crop_Selector_North_Texas_Ch25.png"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","412","assets/lse_figures/LSE_C20_Cover_Crop_Termination_Methods_Small_Beds_Ch25.jpg","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C20_Cover_Crop_Termination_Methods_Small_Beds_Ch25.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C20_Cover_Crop_Termination_Methods_Small_Beds_Ch25.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","416","assets/lse_figures/LSE_E09_Cover_Crop_Failure_Modes_Small_Beds_Ch25.jpg","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_E09_Cover_Crop_Failure_Modes_Small_Beds_Ch25.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_E09_Cover_Crop_Failure_Modes_Small_Beds_Ch25.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","485","assets/B30_049__LSE_FOUND_B28_SOIL_DroughtDrySoil_CrackingScale_VladislavNekrasov_CC-BY-4.0.jpg","C:\Users\dstor\lse-repo\assets\B30_049__LSE_FOUND_B28_SOIL_DroughtDrySoil_CrackingScale_VladislavNekrasov_CC-BY-4.0.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\B30_049__LSE_FOUND_B28_SOIL_DroughtDrySoil_CrackingScale_VladislavNekrasov_CC-BY-4.0.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","485","assets/B30_008__LSE_FOUND_B26_SOIL_AggregateStability_SlakeComparison_LanceCheung_USDA-PD.jpg","C:\Users\dstor\lse-repo\assets\B30_008__LSE_FOUND_B26_SOIL_AggregateStability_SlakeComparison_LanceCheung_USDA-PD.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\B30_008__LSE_FOUND_B26_SOIL_AggregateStability_SlakeComparison_LanceCheung_USDA-PD.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","485","assets/user_created_web/UCI_022_Irrigation_Systems_Comparison.png","C:\Users\dstor\lse-repo\assets\user_created_web\UCI_022_Irrigation_Systems_Comparison.png","resolved","1","repo","C:\Users\dstor\lse-repo\assets\user_created_web\UCI_022_Irrigation_Systems_Comparison.png"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","485","assets/B30_009__LSE_FOUND_B26_WATER_DripIrrigation_WettingPattern_PeggyGreb_USDA-PD.jpg","C:\Users\dstor\lse-repo\assets\B30_009__LSE_FOUND_B26_WATER_DripIrrigation_WettingPattern_PeggyGreb_USDA-PD.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\B30_009__LSE_FOUND_B26_WATER_DripIrrigation_WettingPattern_PeggyGreb_USDA-PD.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","485","assets/B30_080__LSE_FOUND_B29_HOLD_ROOTS_Basil_RhizoctoniaRootRot_DarkRoots_MSU_PERMISSION.jpg","C:\Users\dstor\lse-repo\assets\B30_080__LSE_FOUND_B29_HOLD_ROOTS_Basil_RhizoctoniaRootRot_DarkRoots_MSU_PERMISSION.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\B30_080__LSE_FOUND_B29_HOLD_ROOTS_Basil_RhizoctoniaRootRot_DarkRoots_MSU_PERMISSION.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","485","assets/B30_081__LSE_FOUND_B29_HOLD_ROOTS_Strawberry_BlackRootRot_HealthyVsDiseased_NCSU_PERMISSION.jpg","C:\Users\dstor\lse-repo\assets\B30_081__LSE_FOUND_B29_HOLD_ROOTS_Strawberry_BlackRootRot_HealthyVsDiseased_NCSU_PERMISSION.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\B30_081__LSE_FOUND_B29_HOLD_ROOTS_Strawberry_BlackRootRot_HealthyVsDiseased_NCSU_PERMISSION.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","487","assets/user_created_web/UCI_018_Comparing_Irrigation_Systems_for_Home_Gardens.jpg","C:\Users\dstor\lse-repo\assets\user_created_web\UCI_018_Comparing_Irrigation_Systems_for_Home_Gardens.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\user_created_web\UCI_018_Comparing_Irrigation_Systems_for_Home_Gardens.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","487","assets/lse_figures/LSE_B30_Irrigation_Systems_Compared_Ch34.jpg","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B30_Irrigation_Systems_Compared_Ch34.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B30_Irrigation_Systems_Compared_Ch34.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","491","assets/lse_figures/LSE_C05_Irrigation_Maintenance_Checklist_Ch34_35_49.png","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C05_Irrigation_Maintenance_Checklist_Ch34_35_49.png","resolved","1","repo","C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C05_Irrigation_Maintenance_Checklist_Ch34_35_49.png"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","532","assets/user_created_web/UCI_024_Rainwater_Harvesting_System_Home_Scale.jpg","C:\Users\dstor\lse-repo\assets\user_created_web\UCI_024_Rainwater_Harvesting_System_Home_Scale.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\user_created_web\UCI_024_Rainwater_Harvesting_System_Home_Scale.jpg"
"C:\Users\dstor\lse-repo\LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","repo","LSE_BOOK_1_THE_LIVING_SOIL_WORKING.html","538","assets/B30_074__LSE_FOUND_B29_PRACTICAL_HighTunnel_Vegetables_RollUpVentilation_KathleenMoore_CC-BY-2.0.jpg","C:\Users\dstor\lse-repo\assets\B30_074__LSE_FOUND_B29_PRACTICAL_HighTunnel_Vegetables_RollUpVentilation_KathleenMoore_CC-BY-2.0.jpg","resolved","1","repo","C:\Users\dstor\lse-repo\assets\B30_074__LSE_FOUND_B29_PRACTICAL_HighTunnel_Vegetables_RollUpVentilation_KathleenMoore_CC-BY-2.0.jpg"
